date,store,item,sales,predicted_sales
2016-07-24,1,4,40,35.0
2016-09-15,1,4,40,35.0
2017-06-10,1,4,40,35.0
2017-07-23,1,4,40,35.0
2017-07-28,1,4,40,35.0
2016-07-17,1,4,41,35.0
2017-06-24,1,4,41,35.0
2017-07-21,1,4,41,35.0
2017-08-27,1,4,43,35.0
2017-07-20,1,5,29,29.0
2013-06-30,1,5,30,29.0
2014-08-31,1,5,30,29.0
2015-06-27,1,5,30,29.0
2015-08-07,1,5,30,29.0
2015-11-29,1,5,30,29.0
2016-04-10,1,5,30,29.0
2016-07-02,1,5,30,29.0
2016-07-14,1,5,30,29.0
2016-07-23,1,5,30,29.0
2016-08-28,1,5,30,29.0
2017-05-14,1,5,30,29.0
2015-06-24,1,5,31,29.0
2015-07-22,1,5,31,29.0
2016-07-10,1,5,31,29.0
2017-10-21,1,5,31,29.0
2014-08-15,1,5,32,29.0
2017-04-02,1,5,32,29.0
2017-05-20,1,5,32,29.0
2017-06-13,1,5,32,29.0
2017-11-26,1,5,32,29.0
2016-06-30,1,5,33,29.0
2016-07-29,1,5,33,29.0
2016-08-21,1,5,33,29.0
2017-06-16,1,5,33,29.0
2017-09-24,1,5,35,29.0
2016-04-23,1,5,36,29.0
2016-07-16,1,5,36,29.0
2017-06-04,1,5,36,29.0
2017-07-15,1,5,37,29.0
2016-05-22,1,6,87,86.48
2016-07-08,1,6,87,86.12
2016-07-24,1,6,88,86.52
2017-11-12,1,6,88,86.03
2016-06-03,1,6,89,86.12
2017-07-02,1,6,89,86.09
2017-08-13,1,6,89,86.06
2016-07-10,1,6,90,86.14
2017-05-13,1,6,90,85.99
2015-07-26,1,6,91,86.54
2016-07-19,1,6,91,86.52
2017-07-09,1,6,92,86.03
2015-08-30,1,6,93,86.54
2016-08-28,1,6,93,86.52
2017-05-20,1,6,93,86.32
2017-07-08,1,6,93,86.01
2016-07-17,1,6,94,86.26
2017-05-14,1,6,94,86.02
2016-05-15,1,6,95,86.14
2017-06-25,1,6,95,86.35
2017-07-15,1,6,95,86.04
2014-07-27,1,6,96,86.56
2016-07-03,1,6,96,86.19
2017-08-06,1,6,96,86.08
2017-07-23,1,6,97,86.4
2017-07-30,1,6,98,86.4
2015-07-25,1,6,99,86.5
2017-07-07,1,6,101,86.04
2016-07-31,1,6,103,86.52
2017-07-16,1,6,104,86.07
2016-07-17,1,7,87,85.9
2016-07-23,1,7,87,85.9
2017-06-01,1,7,87,85.95
2017-07-21,1,7,87,85.9
2014-05-31,1,7,88,86.0
2017-07-01,1,7,88,85.93
2017-07-07,1,7,88,85.93
2017-07-08,1,7,88,85.93
2017-07-16,1,7,88,85.9
2017-08-26,1,7,88,85.91
2016-09-25,1,7,89,85.85
2017-05-21,1,7,89,85.98
2017-06-10,1,7,89,85.92
2017-06-04,1,7,90,85.93
2017-07-02,1,7,90,85.93
2017-07-30,1,7,90,85.93
2017-06-25,1,7,92,85.91
2016-06-05,1,7,93,85.93
2016-07-02,1,7,95,85.93
2016-07-10,1,7,95,85.92
2016-07-09,1,7,96,85.93
2016-11-06,1,7,96,85.87
2017-07-09,1,7,96,85.93
2017-08-20,1,7,96,85.9
2015-07-04,1,7,98,85.93
2016-05-14,1,7,98,85.98
2017-06-17,1,7,98,85.91
2017-06-18,1,7,99,85.91
2015-07-18,1,7,100,85.9
2016-07-24,1,7,115,85.9
2016-08-06,1,8,113,111.82
2016-08-28,1,8,113,111.99
2017-06-25,1,8,113,111.93
2017-11-25,1,8,113,111.94
2015-07-11,1,8,114,111.8
2016-06-05,1,8,114,111.81
2016-07-16,1,8,114,111.85
2016-07-24,1,8,114,111.97
2016-07-31,1,8,114,111.98
2017-09-23,1,8,114,111.94
2017-06-09,1,8,115,111.77
2017-07-16,1,8,115,111.83
2016-05-22,1,8,116,111.97
2017-06-18,1,8,116,111.82
2017-07-29,1,8,116,111.94
2016-07-15,1,8,117,111.85
2017-06-11,1,8,117,111.78
2017-05-11,1,8,118,111.78
2017-06-08,1,8,118,111.77
2017-06-23,1,8,118,111.92
2017-07-15,1,8,118,111.82
2017-08-27,1,8,118,111.96
2016-06-19,1,8,120,111.85
2016-07-17,1,8,120,111.86
2016-06-12,1,8,121,111.83
2016-07-30,1,8,121,111.97
2017-08-20,1,8,122,111.84
2017-07-23,1,8,127,111.94
2017-07-14,1,8,128,111.82
2017-07-09,1,8,137,111.79
2016-06-05,1,9,76,75.96
2016-08-12,1,9,76,75.81
2017-09-17,1,9,76,75.66
2016-05-01,1,9,77,75.96
2016-08-13,1,9,77,75.82
2017-04-30,1,9,77,75.79
2017-06-04,1,9,77,75.8
2017-07-07,1,9,77,75.79
2017-07-08,1,9,77,75.8
2014-07-27,1,9,79,75.98
2015-07-04,1,9,79,75.99
2015-07-19,1,9,79,75.99
2016-07-15,1,9,79,75.95
2017-07-02,1,9,79,75.8
2017-08-20,1,9,79,75.66
2017-08-26,1,9,79,75.65
2014-07-18,1,9,80,75.97
2015-07-18,1,9,80,75.99
2016-05-29,1,9,80,75.95
2016-06-12,1,9,80,75.96
2016-07-02,1,9,80,75.96
2017-06-10,1,9,80,75.8
2015-06-28,1,9,81,75.98
2017-07-22,1,9,81,75.79
2017-07-29,1,9,82,75.79
2017-06-18,1,9,83,75.8
2017-07-01,1,9,85,75.8
2016-07-31,1,9,92,75.95
2017-07-16,1,9,93,75.8
2016-07-09,1,9,94,75.96
2017-04-16,1,10,108,107.48
2016-07-30,1,10,109,107.81
2015-06-14,1,10,110,107.75
2016-07-15,1,10,110,107.78
2017-05-07,1,10,110,107.48
2017-09-10,1,10,110,107.59
2014-05-11,1,10,111,107.75
2015-05-17,1,10,111,107.76
2016-05-22,1,10,111,107.73
2016-06-26,1,10,111,107.73
2016-07-24,1,10,111,107.8
2017-06-11,1,10,111,107.47
2017-06-04,1,10,112,107.49
2017-05-13,1,10,113,107.48
2017-08-05,1,10,113,107.6
2017-08-13,1,10,113,107.56
2017-08-20,1,10,113,107.58
2017-07-16,1,10,114,107.55
2017-07-22,1,10,114,107.59
2017-05-20,1,10,115,107.5
2014-07-06,1,10,116,107.85
2016-07-31,1,10,116,107.8
2017-07-09,1,10,116,107.57
2017-07-30,1,10,116,107.58
2017-06-17,1,10,117,107.49
2016-07-17,1,10,119,107.79
2015-07-12,1,10,120,107.82
2017-07-23,1,10,123,107.58
2017-06-18,1,10,127,107.48
2017-07-02,1,10,131,107.59
2016-09-11,1,11,103,101.85
2017-10-29,1,11,103,101.71
2017-06-11,1,11,104,101.88
2017-07-15,1,11,104,101.82
2017-07-21,1,11,104,101.88
2017-08-06,1,11,104,101.85
2017-08-27,1,11,104,101.86
2016-07-28,1,11,105,101.86
2016-07-10,1,11,106,101.89
2017-06-04,1,11,106,101.9
2017-06-17,1,11,106,101.87
2017-07-22,1,11,106,101.87
2017-08-05,1,11,106,101.76
2017-07-07,1,11,107,101.79
2016-10-22,1,11,108,101.72
2017-07-23,1,11,108,101.94
2015-07-11,1,11,109,101.81
2016-07-23,1,11,109,101.89
2016-07-29,1,11,109,101.86
2017-04-15,1,11,109,101.83
2016-06-11,1,11,110,101.82
2017-05-28,1,11,110,101.88
2017-07-09,1,11,112,101.87
2015-07-24,1,11,113,101.89
2016-07-15,1,11,113,101.84
2016-07-02,1,11,114,101.81
2016-05-22,1,11,116,101.96
2017-07-29,1,11,120,101.84
2016-07-03,1,11,121,101.9
2017-07-02,1,11,124,101.88
2015-07-26,1,12,104,103.28
2016-07-17,1,12,104,102.94
2016-07-21,1,12,104,103.03
2017-06-04,1,12,104,103.07
2017-07-02,1,12,104,102.88
2017-07-08,1,12,104,102.95
2017-07-21,1,12,104,102.99
2017-07-30,1,12,104,103.11
2014-07-26,1,12,105,103.29
2016-05-14,1,12,105,103.12
2014-07-13,1,12,106,103.04
2015-07-19,1,12,106,103.16
2015-07-12,1,12,107,103.04
2016-07-30,1,12,107,103.15
2017-05-21,1,12,107,103.2
2017-06-09,1,12,107,103.15
2015-07-10,1,12,108,103.12
2016-07-03,1,12,110,102.93
2017-06-17,1,12,110,103.08
2017-06-25,1,12,110,103.32
2017-07-07,1,12,110,102.95
2016-04-24,1,12,111,103.38
2016-07-31,1,12,112,103.17
2017-06-24,1,12,114,103.31
2017-07-09,1,12,116,102.94
2017-05-14,1,12,118,103.08
2017-07-22,1,12,118,102.99
2017-07-23,1,12,119,103.11
2016-07-09,1,12,125,103.0
2017-07-16,1,12,133,102.88
2015-08-16,1,13,121,120.34
2016-06-15,1,13,121,120.22
2016-07-16,1,13,122,120.25
2016-07-29,1,13,122,120.25
2015-06-26,1,13,123,120.5
2016-08-20,1,13,123,120.13
2017-06-10,1,13,123,120.21
2017-11-18,1,13,123,120.14
2015-07-26,1,13,124,120.43
2017-07-23,1,13,124,120.17
2017-08-05,1,13,124,120.15
2016-05-07,1,13,125,120.23
2017-04-22,1,13,125,120.22
2017-04-30,1,13,125,120.18
2017-06-18,1,13,125,120.17
2017-07-28,1,13,125,120.22
2017-07-15,1,13,126,120.23
2016-07-31,1,13,127,120.21
2017-05-28,1,13,127,120.18
2016-07-30,1,13,128,120.27
2017-07-09,1,13,128,120.16
2016-06-25,1,13,129,120.26
2017-06-11,1,13,129,120.15
2017-07-16,1,13,131,120.17
2016-06-19,1,13,132,120.19
2017-04-02,1,13,132,120.18
2015-07-17,1,13,134,120.53
2017-06-25,1,13,134,120.17
2017-07-02,1,13,137,120.18
2017-07-30,1,13,139,120.18
2017-07-27,1,14,87,86.65
2016-08-05,1,14,88,86.78
2017-04-29,1,14,88,86.69
2016-05-22,1,14,89,86.82
2016-11-13,1,14,89,86.8
2017-07-14,1,14,89,86.71
2017-07-21,1,14,89,86.68
2016-11-12,1,14,90,86.78
2016-04-09,1,14,91,86.82
2016-07-17,1,14,91,86.79
2016-07-24,1,14,91,86.78
2017-05-14,1,14,92,86.75
2015-08-23,1,14,93,86.78
2016-07-10,1,14,93,86.8
2017-05-28,1,14,93,86.7
2017-06-04,1,14,93,86.72
2017-07-09,1,14,94,86.71
2017-07-29,1,14,95,86.65
2017-08-26,1,14,95,86.65
2016-06-18,1,14,96,86.77
2016-07-03,1,14,96,86.8
2017-04-15,1,14,96,86.75
2017-07-08,1,14,97,86.71
2016-06-04,1,14,98,86.79
2017-07-30,1,14,99,86.66
2016-07-31,1,14,101,86.75
2017-06-18,1,14,101,86.71
2017-07-23,1,14,101,86.69
2016-09-10,1,14,104,86.78
2015-07-12,1,14,107,86.8
2014-06-01,1,15,130,128.91
2016-05-15,1,15,130,128.9
2017-08-05,1,15,130,128.63
2014-07-27,1,15,131,128.62
2015-07-04,1,15,131,128.7
2017-07-15,1,15,131,128.63
2016-08-07,1,15,132,128.84
2017-06-16,1,15,132,128.71
2015-07-12,1,15,133,128.88
2016-06-25,1,15,133,128.5
2016-07-23,1,15,133,128.48
2017-11-12,1,15,133,128.81
2017-05-20,1,15,134,128.68
2017-06-18,1,15,134,128.83
2016-07-10,1,15,135,128.84
2016-11-20,1,15,135,128.81
2017-07-23,1,15,135,128.62
2017-04-02,1,15,136,128.87
2014-07-13,1,15,137,128.88
2016-07-16,1,15,137,128.66
2017-06-04,1,15,139,128.87
2017-07-07,1,15,139,128.63
2016-07-24,1,15,140,128.64
2016-07-03,1,15,141,128.84
2015-07-03,1,15,143,128.7
2017-07-16,1,15,143,128.81
2017-07-08,1,15,146,128.63
2016-05-28,1,15,147,128.47
2017-07-22,1,15,150,128.47
2017-07-02,1,15,154,128.81
2017-10-05,1,16,40,40.0
2014-07-06,1,16,41,40.0
2015-07-25,1,16,41,40.0
2017-07-14,1,16,41,40.0
2017-07-15,1,16,41,40.0
2017-07-19,1,16,41,40.0
2017-09-17,1,16,41,40.0
2013-07-19,1,16,42,40.0
2014-07-31,1,16,42,40.0
2015-05-02,1,16,42,40.0
2015-07-11,1,16,42,40.0
2016-06-18,1,16,42,40.0
2016-09-11,1,16,42,40.0
2017-03-25,1,16,42,40.0
2017-07-01,1,16,42,40.0
2017-07-08,1,16,42,40.0
2015-07-19,1,16,43,40.0
2015-07-26,1,16,43,40.0
2016-05-07,1,16,43,40.0
2016-05-15,1,16,43,40.0
2017-06-18,1,16,43,40.0
2016-06-26,1,16,44,40.0
2016-07-17,1,16,44,40.0
2017-07-23,1,16,44,40.0
2017-11-25,1,16,44,40.0
2017-06-25,1,16,45,40.0
2017-07-16,1,16,45,40.0
2016-06-11,1,16,47,40.0
2017-06-23,1,16,50,40.0
2017-08-05,1,16,55,40.0
2017-05-28,1,17,51,50.88
2017-07-30,1,17,51,50.87
2014-05-04,1,17,52,50.84
2014-05-11,1,17,52,50.83
2014-06-21,1,17,52,50.81
2015-07-05,1,17,52,50.78
2015-09-06,1,17,52,50.77
2016-07-07,1,17,52,50.72
2016-07-24,1,17,52,50.89
2016-08-07,1,17,52,50.77
2017-07-23,1,17,52,50.83
2014-06-01,1,17,53,50.84
2015-07-12,1,17,53,50.75
2015-07-31,1,17,53,50.84
2016-07-02,1,17,53,50.74
2017-06-11,1,17,53,50.79
2017-08-20,1,17,53,50.75
2017-09-03,1,17,53,50.78
2016-07-30,1,17,54,50.81
2017-07-02,1,17,54,50.79
2017-07-15,1,17,54,50.72
2016-05-28,1,17,55,50.83
2016-06-12,1,17,55,50.78
2017-09-16,1,17,56,50.7
2014-05-18,1,17,57,50.83
2017-07-22,1,17,57,50.72
2017-07-14,1,17,58,50.72
2016-08-28,1,17,59,50.87
2017-06-04,1,17,60,50.82
2016-07-10,1,17,61,50.75
2017-06-03,1,18,124,123.71
2017-06-25,1,18,124,123.83
2015-07-05,1,18,125,123.7
2016-06-04,1,18,125,123.73
2016-07-17,1,18,125,123.7
2016-07-21,1,18,125,123.87
2017-06-10,1,18,125,123.71
2017-07-15,1,18,125,123.71
2014-07-06,1,18,126,123.7
2015-08-01,1,18,126,123.72
2017-06-11,1,18,126,123.69
2017-07-21,1,18,126,123.85
2015-07-19,1,18,127,123.69
2016-06-12,1,18,127,123.71
2016-07-01,1,18,127,123.77
2016-07-06,1,18,127,123.77
2017-07-08,1,18,128,123.73
2016-11-27,1,18,129,123.81
2017-08-19,1,18,129,123.72
2016-04-24,1,18,130,123.8
2016-07-23,1,18,130,123.9
2017-07-01,1,18,130,123.73
2016-05-08,1,18,131,123.66
2017-07-22,1,18,131,123.85
2016-07-30,1,18,132,123.84
2016-07-31,1,18,132,123.81
2016-06-26,1,18,135,123.79
2017-07-30,1,18,137,123.79
2017-07-16,1,18,145,123.68
2017-07-09,1,18,155,123.71
2015-07-05,1,19,62,61.31
2016-06-05,1,19,62,61.03
2017-05-13,1,19,62,60.79
2015-06-07,1,19,63,61.37
2017-06-15,1,19,63,61.08
2013-07-28,1,19,64,61.45
2014-06-01,1,19,64,61.37
2014-07-27,1,19,64,61.45
2016-07-31,1,19,64,61.1
2016-08-28,1,19,64,61.1
2017-06-04,1,19,64,61.01
2016-06-11,1,19,65,61.04
2016-08-06,1,19,65,60.98
2017-06-18,1,19,65,61.07
2017-07-01,1,19,65,60.96
2017-07-09,1,19,65,60.97
2016-07-01,1,19,66,60.99
2016-07-08,1,19,66,61.0
2017-07-23,1,19,66,61.02
2016-07-09,1,19,67,60.99
2016-07-24,1,19,67,61.04
2015-08-02,1,19,68,61.31
2017-05-14,1,19,68,60.79
2017-07-04,1,19,68,60.93
2017-04-09,1,19,69,60.79
2017-06-11,1,19,69,61.02
2017-07-28,1,19,69,61.1
2017-05-28,1,19,71,60.87
2017-07-15,1,19,73,61.01
2017-07-30,1,19,75,61.08
2014-06-22,1,20,71,70.84
2016-09-18,1,20,71,70.44
2017-07-04,1,20,71,70.41
2015-06-21,1,20,72,70.59
2015-08-30,1,20,72,70.52
2017-07-30,1,20,72,70.46
2015-07-19,1,20,73,70.57
2016-07-02,1,20,73,70.42
2017-03-26,1,20,73,70.49
2017-06-11,1,20,73,70.49
2014-06-14,1,20,74,70.79
2017-05-07,1,20,74,70.49
2017-07-02,1,20,74,70.47
2017-07-11,1,20,74,70.41
2016-08-07,1,20,75,70.44
2017-06-04,1,20,75,70.49
2017-06-22,1,20,75,70.45
2017-05-28,1,20,76,70.49
2017-06-09,1,20,76,70.44
2016-08-27,1,20,77,70.38
2017-08-25,1,20,77,70.37
2015-08-02,1,20,78,70.53
2017-07-07,1,20,78,70.42
2016-06-11,1,20,79,70.44
2016-07-10,1,20,79,70.47
2017-06-18,1,20,80,70.5
2017-08-20,1,20,85,70.44
2017-09-23,1,20,85,70.39
2016-07-31,1,20,86,70.47
2017-07-01,1,20,87,70.42
2017-09-03,1,21,61,60.56
2014-04-20,1,21,62,60.63
2014-07-22,1,21,62,60.62
2015-07-17,1,21,62,60.39
2015-11-15,1,21,62,60.41
2016-06-05,1,21,62,60.66
2016-06-10,1,21,62,60.55
2016-09-04,1,21,62,60.58
2017-06-11,1,21,62,60.6
2016-07-17,1,21,64,60.52
2017-04-16,1,21,64,60.71
2017-06-08,1,21,64,60.6
2017-06-17,1,21,64,60.65
2017-07-26,1,21,64,60.75
2017-08-27,1,21,64,60.79
2016-05-20,1,21,65,60.69
2017-07-01,1,21,65,60.63
2017-07-22,1,21,65,60.8
2015-07-18,1,21,66,60.45
2017-06-18,1,21,66,60.6
2016-07-31,1,21,67,60.83
2017-05-12,1,21,67,60.65
2017-07-09,1,21,67,60.58
2017-06-02,1,21,68,60.6
2017-07-14,1,21,68,60.46
2017-08-15,1,21,68,60.42
2016-08-07,1,21,69,60.56
2017-08-06,1,21,69,60.54
2017-07-16,1,21,72,60.52
2017-07-02,1,21,74,60.58
2016-07-24,1,22,118,117.48
2016-05-22,1,22,119,117.53
2016-07-22,1,22,119,117.46
2016-08-21,1,22,119,117.48
2017-08-27,1,22,119,117.04
2014-07-27,1,22,120,117.43
2015-08-23,1,22,120,117.43
2016-07-01,1,22,120,117.35
2017-09-24,1,22,120,117.04
2014-07-13,1,22,121,117.5
2017-07-30,1,22,121,117.04
2015-09-13,1,22,122,117.5
2017-07-27,1,22,122,117.03
2017-06-11,1,22,123,117.14
2017-07-09,1,22,123,117.07
2017-06-03,1,22,124,117.05
2016-09-25,1,22,125,117.48
2017-04-01,1,22,125,117.05
2017-07-22,1,22,125,117.03
2016-06-25,1,22,126,117.51
2017-06-04,1,22,126,117.06
2017-07-08,1,22,126,117.04
2017-07-21,1,22,126,117.03
2016-07-30,1,22,127,117.46
2016-06-19,1,22,128,117.53
2017-07-01,1,22,129,117.04
2016-05-29,1,22,130,117.53
2017-09-23,1,22,131,117.03
2017-07-02,1,22,139,117.05
2017-07-16,1,22,143,117.06
2017-09-10,1,23,46,45.77
2014-07-19,1,23,47,45.82
2014-07-26,1,23,47,45.83
2015-07-04,1,23,47,45.75
2015-07-05,1,23,47,45.75
2016-07-24,1,23,47,45.91
2016-08-14,1,23,47,45.83
2017-07-06,1,23,47,45.87
2017-07-07,1,23,47,45.86
2017-10-15,1,23,47,45.8
2017-11-10,1,23,47,45.79
2014-07-20,1,23,48,45.82
2016-07-28,1,23,48,45.96
2017-10-22,1,23,48,45.81
2015-05-10,1,23,49,45.77
2015-07-17,1,23,49,45.84
2016-05-28,1,23,49,45.92
2017-09-23,1,23,49,45.83
2016-07-03,1,23,50,45.83
2017-05-14,1,23,51,45.91
2017-07-08,1,23,53,45.83
2017-07-18,1,23,53,45.98
2016-06-05,1,23,54,45.83
2016-07-17,1,23,54,45.91
2017-05-21,1,23,54,45.92
2017-07-23,1,23,54,45.92
2017-11-26,1,23,54,45.82
2015-07-12,1,23,55,45.81
2016-06-26,1,23,55,45.93
2017-07-02,1,23,55,45.83
2017-11-12,1,24,98,97.92
2017-11-19,1,24,98,97.89
2015-06-14,1,24,99,97.8
2016-04-03,1,24,99,97.94
2016-05-29,1,24,99,97.71
2016-07-29,1,24,99,97.71
2017-08-26,1,24,99,97.78
2017-09-15,1,24,99,97.87
2016-09-04,1,24,100,97.96
2016-04-10,1,24,101,97.93
2016-07-21,1,24,101,97.71
2016-09-24,1,24,101,97.79
2017-06-10,1,24,101,97.95
2014-07-27,1,24,102,97.71
2014-07-25,1,24,103,97.75
2017-07-30,1,24,103,97.8
2017-08-13,1,24,103,97.89
2017-07-15,1,24,104,97.87
2016-07-24,1,24,105,97.81
2016-08-14,1,24,105,97.82
2016-07-17,1,24,107,97.82
2017-06-25,1,24,107,97.86
2017-07-23,1,24,107,97.88
2015-07-25,1,24,108,97.79
2016-06-05,1,24,108,97.94
2016-07-03,1,24,108,97.96
2016-08-28,1,24,108,97.73
2017-07-09,1,24,108,98.0
2017-08-20,1,24,112,97.89
2017-07-16,1,24,121,97.89
2017-07-22,1,25,117,116.71
2016-05-22,1,25,118,116.93
2017-06-09,1,25,118,116.74
2017-07-13,1,25,118,116.72
2017-07-25,1,25,118,116.7
2017-11-04,1,25,118,116.51
2016-06-04,1,25,119,116.82
2016-07-15,1,25,119,116.83
2017-07-23,1,25,119,116.63
2014-07-13,1,25,120,116.76
2017-05-28,1,25,120,116.8
2016-06-12,1,25,121,116.79
2017-07-15,1,25,121,116.71
2015-07-26,1,25,123,116.74
2016-07-10,1,25,123,116.76
2016-07-31,1,25,123,116.74
2017-06-18,1,25,124,116.68
2017-06-11,1,25,125,116.68
2017-08-06,1,25,125,116.57
2016-06-19,1,25,126,116.79
2016-07-24,1,25,126,116.74
2017-04-16,1,25,128,116.82
2017-07-09,1,25,128,116.65
2016-06-26,1,25,129,116.77
2017-08-13,1,25,131,116.59
2015-07-19,1,25,132,116.76
2016-08-14,1,25,132,116.69
2016-06-18,1,25,135,116.84
2016-06-05,1,25,136,116.77
2016-07-17,1,25,143,116.76
2016-07-09,1,26,73,71.87
2017-05-27,1,26,73,71.88
2017-05-28,1,26,73,71.89
2017-07-02,1,26,73,71.87
2017-07-28,1,26,73,71.88
2016-08-21,1,26,74,71.91
2016-08-28,1,26,74,71.91
2017-06-14,1,26,74,71.85
2017-08-20,1,26,74,71.89
2017-09-09,1,26,74,71.77
2017-11-12,1,26,74,71.78
2017-05-21,1,26,75,71.89
2016-06-03,1,26,76,71.86
2016-08-14,1,26,76,71.9
2016-11-13,1,26,76,71.8
2017-07-22,1,26,76,71.88
2016-06-19,1,26,77,71.9
2017-06-24,1,26,77,71.86
2015-06-14,1,26,78,71.98
2016-06-25,1,26,78,71.89
2017-06-10,1,26,78,71.84
2017-08-13,1,26,78,71.88
2016-05-28,1,26,79,71.9
2016-07-24,1,26,79,71.91
2017-06-17,1,26,79,71.86
2017-07-23,1,26,82,71.89
2017-06-25,1,26,83,71.87
2016-07-17,1,26,85,71.91
2017-07-15,1,26,89,71.87
2016-06-18,1,26,96,71.89
2016-06-17,1,27,35,34.0
2016-07-08,1,27,35,34.0
2016-07-14,1,27,35,34.0
2017-06-06,1,27,35,33.99
2017-06-18,1,27,35,34.0
2017-06-23,1,27,35,33.99
2017-08-02,1,27,35,33.99
2014-06-21,1,27,36,34.0
2016-05-28,1,27,36,33.99
2016-11-26,1,27,36,33.98
2014-07-18,1,27,37,34.0
2014-08-12,1,27,37,33.99
2014-09-28,1,27,37,33.98
2016-07-24,1,27,37,33.98
2017-05-12,1,27,37,34.0
2013-07-30,1,27,38,33.97
2016-07-10,1,27,38,34.0
2017-06-02,1,27,38,34.0
2017-07-08,1,27,38,34.0
2014-07-05,1,27,39,34.0
2014-07-06,1,27,39,34.0
2016-06-04,1,27,39,34.0
2017-05-21,1,27,39,34.0
2017-06-03,1,27,39,34.0
2017-07-05,1,27,39,33.99
2017-08-13,1,27,40,34.0
2016-06-26,1,27,42,33.99
2017-07-15,1,27,43,34.0
2017-09-16,1,27,43,34.0
2017-07-30,1,27,48,33.98
2017-06-09,1,28,127,126.62
2015-07-26,1,28,128,126.56
2017-05-20,1,28,128,126.56
2017-06-25,1,28,128,126.6
2015-06-27,1,28,130,126.67
2016-07-15,1,28,130,126.48
2017-05-12,1,28,130,126.57
2017-08-27,1,28,130,126.39
2017-11-11,1,28,130,126.43
2014-07-13,1,28,131,126.64
2016-06-05,1,28,131,126.9
