date,store,item,sales,predicted_sales
2017-12-24,1,3,33,37.13299914265623
2017-12-25,1,3,26,18.89514696462289
2017-12-26,1,3,18,23.84303383315666
2017-12-27,1,3,26,24.26441112331048
2017-12-28,1,3,21,25.67004102585946
2017-12-29,1,3,38,26.541189614977792
2017-12-30,1,3,27,29.334439097846197
2017-12-31,1,3,29,28.268774153792343
2017-12-02,1,4,16,20.594245499474564
2017-12-03,1,4,15,21.50344255735642
2017-12-04,1,4,10,14.42143226172737
2017-12-05,1,4,15,17.69388585408548
2017-12-06,1,4,13,14.290187960474144
2017-12-07,1,4,14,16.938800056305258
2017-12-08,1,4,16,18.71322653224763
2017-12-09,1,4,22,16.28464331805269
2017-12-10,1,4,18,13.955761380862947
2017-12-11,1,4,10,11.054078147930378
2017-12-12,1,4,17,11.386176730814444
2017-12-13,1,4,11,14.812030670049133
2017-12-14,1,4,18,13.342939716768013
2017-12-15,1,4,15,16.687683245112055
2017-12-16,1,4,19,17.99111470528586
2017-12-17,1,4,14,16.637800905364987
2017-12-18,1,4,11,9.878834324442458
2017-12-19,1,4,17,12.926422450699937
2017-12-20,1,4,22,14.021839256242872
2017-12-21,1,4,16,15.662408220972207
2017-12-22,1,4,16,16.184416123798325
2017-12-23,1,4,17,20.988876618579344
2017-12-24,1,4,11,16.75494465099966
2017-12-25,1,4,11,8.583613356976535
2017-12-26,1,4,15,10.172359693025081
2017-12-27,1,4,16,11.80835181592948
2017-12-28,1,4,20,19.864397342100588
2017-12-29,1,4,25,17.883228810094458
2017-12-30,1,4,19,17.774796117867478
2017-12-31,1,4,15,15.985421934941494
2017-12-02,1,5,18,13.563501060740258
2017-12-03,1,5,19,14.287950978880996
2017-12-04,1,5,13,11.30858185421285
2017-12-05,1,5,16,12.557126235927893
2017-12-06,1,5,15,10.760764641404597
2017-12-07,1,5,10,11.923485918774679
2017-12-08,1,5,6,12.26344674949726
2017-12-09,1,5,14,15.851583839259977
2017-12-10,1,5,18,15.743437218781462
2017-12-11,1,5,11,7.180903936455169
2017-12-12,1,5,13,9.644125212521553
2017-12-13,1,5,16,10.261111582266743
2017-12-14,1,5,9,10.969577532238565
2017-12-15,1,5,23,14.082054191383182
2017-12-16,1,5,23,13.115861784050253
2017-12-17,1,5,16,16.669700515901965
2017-12-18,1,5,10,9.425143859767093
2017-12-19,1,5,9,8.090617570520648
2017-12-20,1,5,11,12.236262420341797
2017-12-21,1,5,14,12.211684734238368
2017-12-22,1,5,6,13.43586200363563
2017-12-23,1,5,19,17.696642887136345
2017-12-24,1,5,15,14.185317936877695
2017-12-25,1,5,12,10.556680184653107
2017-12-26,1,5,10,10.333792058928955
2017-12-27,1,5,6,10.494655305199302
2017-12-28,1,5,15,14.207844553597118
2017-12-29,1,5,17,17.09969913922577
2017-12-30,1,5,22,15.976158753921558
2017-12-31,1,5,17,16.13327395289432
2017-12-02,1,6,48,57.65220773408841
2017-12-03,1,6,62,44.03960703835117
2017-12-04,1,6,48,43.386599155001896
2017-12-05,1,6,42,33.33848385141729
2017-12-06,1,6,31,41.26147338671532
2017-12-07,1,6,37,44.99265364906561
2017-12-08,1,6,60,50.64070912559969
2017-12-09,1,6,57,54.694325073426725
2017-12-10,1,6,70,60.26044798380551
2017-12-11,1,6,41,45.552560653726644
2017-12-12,1,6,52,41.95077907187912
2017-12-13,1,6,48,33.06619137113892
2017-12-14,1,6,50,39.72679429549293
2017-12-15,1,6,50,45.66846403789521
2017-12-16,1,6,62,52.47508892981975
2017-12-17,1,6,47,61.2808318497835
2017-12-18,1,6,31,34.60011815972071
2017-12-19,1,6,39,38.5003059060318
2017-12-20,1,6,43,38.16665884884182
2017-12-21,1,6,53,42.056648149744916
2017-12-22,1,6,50,47.690297979084015
2017-12-23,1,6,48,49.92251183407478
2017-12-24,1,6,50,49.72790562369991
2017-12-25,1,6,27,29.829403143731042
2017-12-26,1,6,36,41.267856085387365
2017-12-27,1,6,32,39.254925779551805
2017-12-28,1,6,51,42.42716236318269
2017-12-29,1,6,55,51.99699124066796
2017-12-30,1,6,55,56.41898859741592
2017-12-31,1,6,53,54.39290962240744
2017-12-02,1,7,40,55.54993360839789
2017-12-03,1,7,46,55.08184162351452
2017-12-04,1,7,41,30.012748847677322
2017-12-05,1,7,35,40.6716606827913
2017-12-06,1,7,43,46.69317075044147
2017-12-07,1,7,43,39.87172573686499
2017-12-08,1,7,55,40.190642379807805
2017-12-09,1,7,59,49.02074946404007
2017-12-10,1,7,50,49.81515271294418
2017-12-11,1,7,39,27.26835414835157
2017-12-12,1,7,34,36.91433018379474
2017-12-13,1,7,36,44.12080467000952
2017-12-14,1,7,51,42.585057242672775
2017-12-15,1,7,34,41.68048851394636
2017-12-16,1,7,47,45.10171962555263
2017-12-17,1,7,49,41.370145085763575
2017-12-18,1,7,27,30.661409470752293
2017-12-19,1,7,44,36.32475880048162
2017-12-20,1,7,37,36.212827540514816
2017-12-21,1,7,55,45.27003016994056
2017-12-22,1,7,39,47.32740614238109
2017-12-23,1,7,53,45.72366825442734
2017-12-24,1,7,45,43.77255876672487
2017-12-25,1,7,27,25.24981386852129
2017-12-26,1,7,51,40.968737835273274
2017-12-27,1,7,45,38.56547843990921
2017-12-28,1,7,36,39.56603300615409
2017-12-29,1,7,57,33.74267003754403
2017-12-30,1,7,60,51.06987394001932
2017-12-31,1,7,55,48.8041572710062
2017-12-02,1,8,52,70.68434266917737
2017-12-03,1,8,64,62.42552401715721
2017-12-04,1,8,58,45.33460983683415
2017-12-05,1,8,42,59.95679991512056
2017-12-06,1,8,58,51.23781118905802
2017-12-07,1,8,60,56.635678184133624
2017-12-08,1,8,65,62.37794254380934
2017-12-09,1,8,62,67.24385002089473
2017-12-10,1,8,69,63.19093613103752
2017-12-11,1,8,45,47.98867476157796
2017-12-12,1,8,66,47.210726696194044
2017-12-13,1,8,57,55.38549111252739
2017-12-14,1,8,56,54.973786507064084
2017-12-15,1,8,78,63.35025909890499
2017-12-16,1,8,60,52.03902414307673
2017-12-17,1,8,73,70.92223586089142
2017-12-18,1,8,52,38.121239484712554
2017-12-19,1,8,44,54.6961870251567
2017-12-20,1,8,52,50.66800509588239
2017-12-21,1,8,79,58.28319296749602
2017-12-22,1,8,77,65.04732982280483
2017-12-23,1,8,70,57.3075205862274
2017-12-24,1,8,59,71.81673830450737
2017-12-25,1,8,56,52.58476000810696
2017-12-26,1,8,51,56.14256756121233
2017-12-27,1,8,58,53.3992609180841
2017-12-28,1,8,49,62.38561245152959
2017-12-29,1,8,54,60.226749068354486
2017-12-30,1,8,75,63.12742295361473
2017-12-31,1,8,62,62.005944149044446
2017-12-02,1,9,44,47.94310448390364
2017-12-03,1,9,40,48.31296497564051
2017-12-04,1,9,27,23.18267811559899
2017-12-05,1,9,30,55.23227172030176
2017-12-06,1,9,27,41.0300448425296
2017-12-07,1,9,46,42.70819525170887
2017-12-08,1,9,51,49.72246991692179
2017-12-09,1,9,33,41.32058493862006
2017-12-10,1,9,49,39.7769726933188
2017-12-11,1,9,33,31.369357488165278
2017-12-12,1,9,51,36.95163373451903
2017-12-13,1,9,28,41.3772221549406
2017-12-14,1,9,42,37.67117548893995
2017-12-15,1,9,36,41.81881483193233
2017-12-16,1,9,39,34.098245955340325
2017-12-17,1,9,44,36.3943237621152
2017-12-18,1,9,26,28.438790671380424
2017-12-19,1,9,40,34.23543520215533
2017-12-20,1,9,37,31.30835010822824
2017-12-21,1,9,33,36.9014437455771
2017-12-22,1,9,39,36.616555460730176
2017-12-23,1,9,40,40.415552248581726
2017-12-24,1,9,37,42.895232403356914
2017-12-25,1,9,35,30.319253736800327
2017-12-26,1,9,30,34.79380943728399
2017-12-27,1,9,37,28.97068365976183
2017-12-28,1,9,34,35.59857421279562
2017-12-29,1,9,46,38.64951376094057
2017-12-30,1,9,37,40.08183554811079
2017-12-31,1,9,50,36.71034451120827
2017-12-02,1,10,60,65.00658171611435
2017-12-03,1,10,72,63.83632318614061
2017-12-04,1,10,35,44.06424352653806
2017-12-05,1,10,51,42.3648591818967
2017-12-06,1,10,48,56.482973844684345
2017-12-07,1,10,64,45.21496372066555
2017-12-08,1,10,77,67.74899116856223
2017-12-09,1,10,43,63.41542921336814
2017-12-10,1,10,66,53.146634626105126
2017-12-11,1,10,52,42.04924205321864
2017-12-12,1,10,47,42.10090919199595
2017-12-13,1,10,52,37.02116875573082
2017-12-14,1,10,43,51.08841097861542
2017-12-15,1,10,60,56.84698464085512
2017-12-16,1,10,58,51.625028880317565
2017-12-17,1,10,59,67.08745066541498
2017-12-18,1,10,49,44.60265591043005
2017-12-19,1,10,51,45.61642068563307
2017-12-20,1,10,42,51.17134657745137
2017-12-21,1,10,69,48.72021991900363
2017-12-22,1,10,60,62.89968188758354
2017-12-23,1,10,67,59.34829830130564
2017-12-24,1,10,88,65.4495746314418
2017-12-25,1,10,42,47.11372770932691
2017-12-26,1,10,50,45.36829663190232
2017-12-27,1,10,55,41.81012222885505
2017-12-28,1,10,63,59.5475357309325
2017-12-29,1,10,56,61.24472964855838
2017-12-30,1,10,78,63.08871674456086
2017-12-31,1,10,74,54.605395936393215
2017-12-02,1,11,58,73.54339167896947
2017-12-03,1,11,65,74.17008718743651
2017-12-04,1,11,39,35.33482442169165
2017-12-05,1,11,55,50.992379405858394
2017-12-06,1,11,50,44.307148851314835
2017-12-07,1,11,58,51.035314669365455
2017-12-08,1,11,40,44.35101068248327
2017-12-09,1,11,55,52.430318392087976
2017-12-10,1,11,60,57.355203723574455
2017-12-11,1,11,51,38.601742985793216
2017-12-12,1,11,50,48.35322333560668
2017-12-13,1,11,56,45.46717614643758
2017-12-14,1,11,55,50.24757294304359
2017-12-15,1,11,70,44.1790558445197
2017-12-16,1,11,63,59.615179805941345
2017-12-17,1,11,54,57.333751584067585
2017-12-18,1,11,47,30.95798825453951
2017-12-19,1,11,42,48.41102243856968
2017-12-20,1,11,49,45.35786460074654
2017-12-21,1,11,46,47.631506577766416
2017-12-22,1,11,49,54.43970446302763
2017-12-23,1,11,59,50.17487615588542
2017-12-24,1,11,59,57.337942589249245
2017-12-25,1,11,42,41.69654489778146
2017-12-26,1,11,52,44.992275608610896
2017-12-27,1,11,43,44.09531910795766
2017-12-28,1,11,64,46.2094542286198
2017-12-29,1,11,60,49.853905711691745
2017-12-30,1,11,66,56.896275509944516
2017-12-31,1,11,44,58.299616142805775
2017-12-02,1,12,61,58.777932218176645
2017-12-03,1,12,72,82.15206687365948
2017-12-04,1,12,44,43.25055365286466
2017-12-05,1,12,55,41.70575659812282
2017-12-06,1,12,55,53.41216936994089
2017-12-07,1,12,52,49.2332630834181
2017-12-08,1,12,59,49.79757806237316
2017-12-09,1,12,75,55.34068258881534
2017-12-10,1,12,51,59.78375885101424
2017-12-11,1,12,55,39.19435626118895
2017-12-12,1,12,45,51.16322997835272
2017-12-13,1,12,49,46.21374484230335
2017-12-14,1,12,41,51.50708968031041
2017-12-15,1,12,55,51.324980564592785
2017-12-16,1,12,56,53.8359080325425
2017-12-17,1,12,59,56.750777131570246
2017-12-18,1,12,49,44.76404720618819
2017-12-19,1,12,42,46.2491867324049
2017-12-20,1,12,54,46.50311633950875
2017-12-21,1,12,57,49.16440109322338
2017-12-22,1,12,54,57.34226454181162
2017-12-23,1,12,60,53.89905320042791
2017-12-24,1,12,58,59.32376090736913
2017-12-25,1,12,53,48.14700170023068
2017-12-26,1,12,59,49.52059154031908
2017-12-27,1,12,47,51.874124729933655
2017-12-28,1,12,49,50.22474722708217
2017-12-29,1,12,58,52.295432477368124
2017-12-30,1,12,52,56.62703431214165
2017-12-31,1,12,60,56.43682267691308
2017-12-02,1,13,70,69.81336500683008
2017-12-03,1,13,77,62.53056130758831
2017-12-04,1,13,46,55.82483955916753
2017-12-05,1,13,65,55.082938650968735
2017-12-06,1,13,49,62.80462342180259
2017-12-07,1,13,72,59.757535485116925
2017-12-08,1,13,74,58.55227028902148
2017-12-09,1,13,60,65.6703434175471
2017-12-10,1,13,79,68.0334576190793
2017-12-11,1,13,57,56.54036685448169
2017-12-12,1,13,51,59.94654599163323
2017-12-13,1,13,64,55.15405357259922
2017-12-14,1,13,68,59.88854855194356
2017-12-15,1,13,69,71.38264819338772
2017-12-16,1,13,85,68.67742708988025
2017-12-17,1,13,86,75.64941366367445
2017-12-18,1,13,54,51.32621363871752
2017-12-19,1,13,59,52.69879655166601
2017-12-20,1,13,59,54.2028224786709
2017-12-21,1,13,76,62.508343065592946
2017-12-22,1,13,73,73.85507287066507
2017-12-23,1,13,66,68.71804906628718
2017-12-24,1,13,71,65.40316364345743
2017-12-25,1,13,44,47.35595486842435
2017-12-26,1,13,60,50.83946708921251
2017-12-27,1,13,49,59.57465467032383
2017-12-28,1,13,68,58.426768006241836
2017-12-29,1,13,73,69.51759109483041
2017-12-30,1,13,70,62.95988260953235
2017-12-31,1,13,75,63.190846638620556
2017-12-02,1,14,51,45.53101673327971
2017-12-03,1,14,57,55.342478306376385
2017-12-04,1,14,34,37.19361740891922
2017-12-05,1,14,46,46.17402735381541
2017-12-06,1,14,35,41.31556713198273
2017-12-07,1,14,44,36.35424105316271
2017-12-08,1,14,46,35.38121244856804
2017-12-09,1,14,47,44.442388778607466
2017-12-10,1,14,60,54.862265135982895
2017-12-11,1,14,42,35.863086692760994
2017-12-12,1,14,44,37.19677458510234
2017-12-13,1,14,37,33.692982309491484
2017-12-14,1,14,35,38.565697594931265
2017-12-15,1,14,65,37.38058283333192
2017-12-16,1,14,44,48.25807811311945
2017-12-17,1,14,48,48.80820032808684
2017-12-18,1,14,31,35.0743569287618
2017-12-19,1,14,37,43.52970463315207
2017-12-20,1,14,45,37.64417732769507
2017-12-21,1,14,45,44.475211119035436
2017-12-22,1,14,50,45.966954382570634
2017-12-23,1,14,48,47.81032750625788
2017-12-24,1,14,58,46.62437736352911
2017-12-25,1,14,43,40.18444074251931
2017-12-26,1,14,41,42.07586879774665
2017-12-27,1,14,42,39.91105376921062
2017-12-28,1,14,51,36.55013553960454
2017-12-29,1,14,42,50.218434152190866
2017-12-30,1,14,57,45.42302499373646
2017-12-31,1,14,52,57.62735152967927
2017-12-02,1,15,77,68.14700496709273
2017-12-03,1,15,94,76.69959033126023
2017-12-04,1,15,65,52.228943496916436
2017-12-05,1,15,58,53.64985592476221
2017-12-06,1,15,67,59.71447942923369
2017-12-07,1,15,66,61.99939923256829
2017-12-08,1,15,79,64.49515659407665
2017-12-09,1,15,89,79.96371132746017
2017-12-10,1,15,83,89.7733882095922
2017-12-11,1,15,67,54.30513268608553
2017-12-12,1,15,56,62.075552480697425
2017-12-13,1,15,61,63.02705617314086
2017-12-14,1,15,81,65.8550236281728
2017-12-15,1,15,51,74.9469572530056
2017-12-16,1,15,77,70.69740903979458
2017-12-17,1,15,67,87.20481152702568
2017-12-18,1,15,58,58.25228964013179
2017-12-19,1,15,65,62.27659876622523
2017-12-20,1,15,68,64.63207706666356
2017-12-21,1,15,56,69.54962070152831
2017-12-22,1,15,67,62.267086056176254
2017-12-23,1,15,73,69.82834071685826
2017-12-24,1,15,87,68.47220734557962
2017-12-25,1,15,50,59.94726469873764
2017-12-26,1,15,67,54.99048801166079
2017-12-27,1,15,62,61.74315524293402
2017-12-28,1,15,82,58.91434478354925
2017-12-29,1,15,65,68.34647423984994
2017-12-30,1,15,77,69.23157898300018
2017-12-31,1,15,64,81.21487505327448
2017-12-02,1,16,26,21.08575242999289
2017-12-03,1,16,13,24.529224746068955
2017-12-04,1,16,16,15.440968458150286
2017-12-05,1,16,19,17.930079365569526
2017-12-06,1,16,14,17.177397497224188
2017-12-07,1,16,13,19.22192843477462
2017-12-08,1,16,21,14.877065540357288
2017-12-09,1,16,28,19.108150428704334
2017-12-10,1,16,30,22.96419005543413
2017-12-11,1,16,11,17.11392777699136
2017-12-12,1,16,10,15.607663065837494
2017-12-13,1,16,13,11.540200350478713
2017-12-14,1,16,24,14.473077973072856
2017-12-15,1,16,20,18.040374873540113
2017-12-16,1,16,21,21.82060430083569
2017-12-17,1,16,28,17.945598034395196
2017-12-18,1,16,20,15.883865368769174
2017-12-19,1,16,20,16.363388486414117
2017-12-20,1,16,17,17.31770161026247
2017-12-21,1,16,24,16.37658949263965
2017-12-22,1,16,13,19.89315411849024
2017-12-23,1,16,24,22.647424611926425
2017-12-24,1,16,19,24.572338378708885
2017-12-25,1,16,14,13.220014342436855
2017-12-26,1,16,20,14.762958669310223
2017-12-27,1,16,16,16.309201692568976
2017-12-28,1,16,24,19.87849462962454
2017-12-29,1,16,11,21.42453695733394
2017-12-30,1,16,28,17.813217509368215
2017-12-31,1,16,38,24.303292751959372
2017-12-02,1,17,32,28.878426664705543
2017-12-03,1,17,28,30.102850314119856
2017-12-04,1,17,19,18.877136245556628
2017-12-05,1,17,33,22.396898921887633
2017-12-06,1,17,14,23.689723184861446
2017-12-07,1,17,23,23.404137735459464
2017-12-08,1,17,26,19.6335656991127
2017-12-09,1,17,22,29.459389463791577
2017-12-10,1,17,23,27.079945202491007
2017-12-11,1,17,23,19.62730604751653
2017-12-12,1,17,30,26.86087873192346
2017-12-13,1,17,25,19.650958029494245
2017-12-14,1,17,13,22.340986110412274
2017-12-15,1,17,29,21.42837041505884
2017-12-16,1,17,27,27.04729703026565
2017-12-17,1,17,37,25.111955081324982
2017-12-18,1,17,23,20.853618252820734
2017-12-19,1,17,14,25.14708533047133
2017-12-20,1,17,22,19.592159131037846
2017-12-21,1,17,28,21.13858897260042
2017-12-22,1,17,30,24.50825023067851
2017-12-23,1,17,29,23.441288702256774
2017-12-24,1,17,34,27.129679022724943
2017-12-25,1,17,17,19.264186855425756
2017-12-26,1,17,23,20.11370249102171
2017-12-27,1,17,29,19.05244889541016
2017-12-28,1,17,13,21.455361827125905
2017-12-29,1,17,27,22.037186429693516
2017-12-30,1,17,32,23.345822287289263
2017-12-31,1,17,37,30.56695496667779
2017-12-02,1,18,68,74.24443767835335
2017-12-03,1,18,78,61.56587905726322
2017-12-04,1,18,50,49.049382425979545
2017-12-05,1,18,54,59.24595693413712
2017-12-06,1,18,64,58.80159869586649
2017-12-07,1,18,61,59.918978664727156
2017-12-08,1,18,75,65.04764695495649
2017-12-09,1,18,79,68.95421798912429
2017-12-10,1,18,75,71.97534920919998
2017-12-11,1,18,41,46.512305748005986
2017-12-12,1,18,61,51.72953173770196
2017-12-13,1,18,60,57.542021745668734
2017-12-14,1,18,70,56.792054755344736
2017-12-15,1,18,83,75.09855636517389
2017-12-16,1,18,78,79.20769933810374
2017-12-17,1,18,60,78.33406459036215
2017-12-18,1,18,55,43.188026685519624
2017-12-19,1,18,66,57.723882253021834
2017-12-20,1,18,51,61.71388726963052
2017-12-21,1,18,56,60.688002467139995
2017-12-22,1,18,67,70.80945249108595
2017-12-23,1,18,79,74.01261881320495
2017-12-24,1,18,79,73.84951310535858
2017-12-25,1,18,42,43.100592254845346
2017-12-26,1,18,80,52.26315907348914
2017-12-27,1,18,54,64.39678979128495
2017-12-28,1,18,69,61.37518059376078
2017-12-29,1,18,66,69.33717924887331
2017-12-30,1,18,67,72.39503289622502
2017-12-31,1,18,88,75.99366963645026
2017-12-02,1,19,41,43.50905138206813
2017-12-03,1,19,43,48.172983919220215
2017-12-04,1,19,23,27.357618400932598
2017-12-05,1,19,29,26.7331593476508
2017-12-06,1,19,31,28.273271845736446
2017-12-07,1,19,25,26.060342108246818
2017-12-08,1,19,38,30.37294952281449
2017-12-09,1,19,46,32.64208250451599
2017-12-10,1,19,29,39.868578758948814
2017-12-11,1,19,30,23.16337752923085
2017-12-12,1,19,23,30.35336347579306
2017-12-13,1,19,22,31.847407765676042
2017-12-14,1,19,23,25.780896117996537
2017-12-15,1,19,42,27.282043293727554
2017-12-16,1,19,43,38.47281000352835
2017-12-17,1,19,40,32.63286475714255
2017-12-18,1,19,28,21.480966427481142
2017-12-19,1,19,23,25.94189813754615
2017-12-20,1,19,31,27.485294602557147
2017-12-21,1,19,37,29.39730511860482
2017-12-22,1,19,39,31.157906618012223
2017-12-23,1,19,32,32.07162188786318
2017-12-24,1,19,33,30.32339035926164
2017-12-25,1,19,24,23.329800684783084
2017-12-26,1,19,23,25.12463365823658
2017-12-27,1,19,31,24.18701762987047
2017-12-28,1,19,33,26.828191375618015
2017-12-29,1,19,30,31.6618992311819
2017-12-30,1,19,40,31.654934838397963
2017-12-31,1,19,35,39.34617235816932
2017-12-02,1,20,41,45.93972666146624
2017-12-03,1,20,47,43.56952671385627
2017-12-04,1,20,19,26.044688629525034
2017-12-05,1,20,37,38.17832342484547
2017-12-06,1,20,27,30.677572963858065
2017-12-07,1,20,38,39.88014486708745
2017-12-08,1,20,37,37.725060757197134
2017-12-09,1,20,34,36.03252790191486
2017-12-10,1,20,52,41.61342584170319
2017-12-11,1,20,30,24.772127684568222
2017-12-12,1,20,33,32.9221668661952
2017-12-13,1,20,36,30.204472142402164
2017-12-14,1,20,25,34.357573633512835
2017-12-15,1,20,42,37.4211111500228
2017-12-16,1,20,43,39.724547811319006
2017-12-17,1,20,45,43.706945061150186
2017-12-18,1,20,30,27.797124959984437
2017-12-19,1,20,41,31.753406111544404
2017-12-20,1,20,29,32.86277948965465
2017-12-21,1,20,46,31.81149604601816
2017-12-22,1,20,52,31.958019179072146
2017-12-23,1,20,51,36.03806975010654
2017-12-24,1,20,51,49.536527712023016
2017-12-25,1,20,38,24.624946041155983
2017-12-26,1,20,32,31.246674402365723
2017-12-27,1,20,29,34.50970101113822
2017-12-28,1,20,29,32.87621980630593
2017-12-29,1,20,51,36.147020803658826
2017-12-30,1,20,38,39.24068584059716
2017-12-31,1,20,47,35.451587606289394
2017-12-02,1,21,33,32.67043222413977
2017-12-03,1,21,45,42.316563698159094
2017-12-04,1,21,16,22.95469278175731
2017-12-05,1,21,23,32.79147612242454
2017-12-06,1,21,30,30.295712086989685
2017-12-07,1,21,31,30.974073404121203
2017-12-08,1,21,26,30.75454127455365
2017-12-09,1,21,30,29.433791372557774
2017-12-10,1,21,45,40.95849452863469
2017-12-11,1,21,23,24.340542239570368
2017-12-12,1,21,25,25.59395559946063
2017-12-13,1,21,29,24.52053624016917
2017-12-14,1,21,46,28.143863537046723
2017-12-15,1,21,31,30.05551503101245
2017-12-16,1,21,33,29.01114149240062
2017-12-17,1,21,29,39.18625661340862
2017-12-18,1,21,28,15.52765321530766
2017-12-19,1,21,28,23.896494479804822
2017-12-20,1,21,19,30.23187484972146
2017-12-21,1,21,42,34.45536155765933
2017-12-22,1,21,36,31.544221197014807
2017-12-23,1,21,34,30.04425730877885
2017-12-24,1,21,46,30.570192538856883
2017-12-25,1,21,14,27.65060821667221
2017-12-26,1,21,24,24.120047025056436
2017-12-27,1,21,30,28.49798500924945
2017-12-28,1,21,30,31.050703551855378
2017-12-29,1,21,35,30.264843905381095
2017-12-30,1,21,33,32.60464642295129
2017-12-31,1,21,31,27.887551610607463
2017-12-02,1,22,61,66.33995562131962
2017-12-03,1,22,77,69.8545373158351
2017-12-04,1,22,46,45.89282469856246
2017-12-05,1,22,57,47.59719037445932
2017-12-06,1,22,64,56.464847979357366
2017-12-07,1,22,47,63.50319820021455
2017-12-08,1,22,60,59.387580383728434
2017-12-09,1,22,71,64.19688904562139
2017-12-10,1,22,76,72.78555037613067
2017-12-11,1,22,42,46.38408908353125
2017-12-12,1,22,50,51.40811759990944
2017-12-13,1,22,62,55.967681279461274
2017-12-14,1,22,44,58.682332752486985
2017-12-15,1,22,60,51.85735530962066
2017-12-16,1,22,61,59.5388359198858
2017-12-17,1,22,84,63.79501759641688
2017-12-18,1,22,46,37.48410157145339
2017-12-19,1,22,48,50.40209806418923
2017-12-20,1,22,57,54.23826418528248
2017-12-21,1,22,58,49.55476284535271
2017-12-22,1,22,58,61.55613607206193
2017-12-23,1,22,87,67.49996018725965
2017-12-24,1,22,73,75.07887465643839
2017-12-25,1,22,65,42.83491626730493
2017-12-26,1,22,58,53.75660987430806
2017-12-27,1,22,44,61.771195886593674
2017-12-28,1,22,60,53.093145048221906
2017-12-29,1,22,69,62.23270601405072
2017-12-30,1,22,63,67.81348572283665
2017-12-31,1,22,87,66.38766470066292
2017-12-02,1,23,25,19.213833955575744
2017-12-03,1,23,20,31.44060336519875
2017-12-04,1,23,18,14.623058621435614
2017-12-05,1,23,17,18.97137228936783
2017-12-06,1,23,19,17.539589942943387
